"Desease";"Año";"Dpto";"Mpio";"Resultado";"Mensaje"
"Intoxicación Por Otras Sustancias Químicas";"2020";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2020";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2021";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2021";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2021";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2021";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2021";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2021";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2022";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2022";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2022";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2022";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Otras Sustancias Químicas";"2022";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Otras Sustancias Químicas";"2022";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2007";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2007";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2007";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"RISARALDA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"SANTANDER";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"SUCRE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"TOLIMA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2007";"ARAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"CASANARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"PUTUMAYO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2007";"AMAZONAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"GUAINIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"GUAVIARE";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"VAUPES";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2007";"VICHADA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2008";"";"";"Error";"El parametro data_event no debe estar vacio"
"Intoxicación Por Plaguicidas";"2009";"ANTIOQUIA";"";"Success";"Success:  589  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"ATLANTICO";"";"Success";"Success:  117  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"BOGOTA";"";"Success";"Success:  460  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"BOLIVAR";"";"Success";"Success:  101  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"BOYACA";"";"Success";"Success:  218  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"CAUCA";"";"Success";"Success:  316  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"CALDAS";"";"Success";"Success:  388  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"CAQUETA";"";"Success";"Success:  40  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"CESAR";"";"Success";"Success:  102  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"CORDOBA";"";"Success";"Success:  115  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"CUNDINAMARCA";"";"Success";"Success:  263  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"CHOCO";"";"Success";"Success:  7  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"HUILA";"";"Success";"Success:  858  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2009";"MAGDALENA";"";"Success";"Success:  30  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"META";"";"Success";"Success:  400  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2009";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2009";"QUINDIO";"";"Success";"Success:  279  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"RISARALDA";"";"Success";"Success:  307  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"SANTANDER";"";"Success";"Success:  298  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"SUCRE";"";"Success";"Success:  89  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"TOLIMA";"";"Success";"Success:  377  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"VALLE DEL CAUCA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2009";"ARAUCA";"";"Success";"Success:  114  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"CASANARE";"";"Success";"Success:  99  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"PUTUMAYO";"";"Success";"Success:  166  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"SAN ANDRES";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2009";"AMAZONAS";"";"Success";"Success:  2  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"GUAINIA";"";"Success";"Success:  6  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"GUAVIARE";"";"Success";"Success:  9  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"VAUPES";"";"Success";"Success:  0  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2009";"VICHADA";"";"Success";"Success:  4  rows, 72  columns"
"Intoxicación Por Plaguicidas";"2010";"ANTIOQUIA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"ATLANTICO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"BOGOTA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"BOLIVAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"BOYACA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"CAUCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"CALDAS";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"CAQUETA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"CESAR";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"CORDOBA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"CUNDINAMARCA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"CHOCO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"HUILA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"LA GUAJIRA";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2010";"MAGDALENA";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"META";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
"Intoxicación Por Plaguicidas";"2010";"NARIÑO";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2010";"NORTE DE SANTANDER";"";"Error";"El departamento o municipio ingresado no existe"
"Intoxicación Por Plaguicidas";"2010";"QUINDIO";"";"Warning";"Unknown or uninitialised column: `cod_eve`."
